state_code,State,district_code,name,Town Code,Town Name,,,,,,,,,,,,,,,,,,,,
20,Jharkhand,346,Garhwa,801763,Majhion,,,,,,,,,,,,,,,,,,,,
20,Jharkhand,346,Garhwa,347473,Nagar Uttari,,,,,,,,,,,,,,,,,,,,
20,Jharkhand,349,Giridih,352566,Badki Saraiya,,,,,,,,,,,,,,,,,,,,
20,Jharkhand,349,Giridih,351169,Dhanvar,,,,,,,,,,,,,,,,,,,,
20,Jharkhand,349,Giridih,801768,Giridih,,,,,,,,,,,,,,,,,,,,
20,Jharkhand,351,Godda,801771,Godda,,,,,,,,,,,,,,,,,,,,
20,Jharkhand,351,Godda,356840,Mahagama,,,,,,,,,,,,,,,,,,,,
20,Jharkhand,366,Gumla,801797,Gumla,,,,,,,,,,,,,,,,,,,,
20,Jharkhand,360,Hazaribagh,801788,Hazaribag,,,,,,,,,,,,,,,,,,,,
20,Jharkhand,363,Jamtara,801792,Jamtara,,,,,,,,,,,,,,,,,,,,
20,Jharkhand,363,Jamtara,801793,Mihijam,,,,,,,,,,,,,,,,,,,,
20,Jharkhand,365,Khunti,801796,Khunti,,,,,,,,,,,,,,,,,,,,
20,Jharkhand,348,Kodarma,349865,Domchanch,,,,,,,,,,,,,,,,,,,,
20,Jharkhand,348,Kodarma,801767,Jhumri Tilaiya,,,,,,,,,,,,,,,,,,,,
20,Jharkhand,348,Kodarma,801766,Kodarma,,,,,,,,,,,,,,,,,,,,
20,Jharkhand,359,Latehar,801787,Latehar,,,,,,,,,,,,,,,,,,,,
20,Jharkhand,356,Lohardaga,801779,Lohardaga,,,,,,,,,,,,,,,,,,,,
20,Jharkhand,353,Pakur,801774,Pakaur,,,,,,,,,,,,,,,,,,,,
20,Jharkhand,358,Palamu,801785,Bishrampur,,,,,,,,,,,,,,,,,,,,
20,Jharkhand,358,Palamu,801784,Hussainabad,,,,,,,,,,,,,,,,,,,,
20,Jharkhand,358,Palamu,801786,Medininagar,,,,,,,,,,,,,,,,,,,,
20,Jharkhand,358,Palamu,365336,Satgawan Alias Hariharganj,,,,,,,,,,,,,,,,,,,,
20,Jharkhand,368,Pashchimi Singhbhum,801800,Chaibasa,,,,,,,,,,,,,,,,,,,,
20,Jharkhand,368,Pashchimi Singhbhum,801799,Chakardharpur,,,,,,,,,,,,,,,,,,,,
20,Jharkhand,357,Purbi Singhbhum,801801,Adityapur,,,,,,,,,,,,,,,,,,,,
20,Jharkhand,357,Purbi Singhbhum,801783,Chakulia,,,,,,,,,,,,,,,,,,,,
20,Jharkhand,357,Purbi Singhbhum,801781,Jamshedpur,,,,,,,,,,,,,,,,,,,,
20,Jharkhand,357,Purbi Singhbhum,801782,Jugsalai,,,,,,,,,,,,,,,,,,,,
20,Jharkhand,357,Purbi Singhbhum,801780,Mango,,,,,,,,,,,,,,,,,,,,
20,Jharkhand,361,Ramgarh,369185,Chitar Pur,,,,,,,,,,,,,,,,,,,,
20,Jharkhand,361,Ramgarh,801789,Ramgarh Cantonment,,,,,,,,,,,,,,,,,,,,
20,Jharkhand,364,Ranchi,801795,Bundu,,,,,,,,,,,,,,,,,,,,
20,Jharkhand,364,Ranchi,801794,Ranchi,,,,,,,,,,,,,,,,,,,,
20,Jharkhand,352,Sahibganj,359741,Barharwa,,,,,,,,,,,,,,,,,,,,
20,Jharkhand,352,Sahibganj,801773,Rajmahal,,,,,,,,,,,,,,,,,,,,
20,Jharkhand,352,Sahibganj,801772,Sahibganj,,,,,,,,,,,,,,,,,,,,
20,Jharkhand,369,Saraikela-Kharsawan,378867,Kopali,,,,,,,,,,,,,,,,,,,,
20,Jharkhand,369,Saraikela-Kharsawan,801802,Seraikela,,,,,,,,,,,,,,,,,,,,
20,Jharkhand,367,Simdega,801798,Simdega,,,,,,,,,,,,,,,,,,,,
29,Karnataka,556,Bagalkot,599027,Aminagad,,,,,,,,,,,,,,,,,,,,
29,Karnataka,556,Bagalkot,803046,Badami,,,,,,,,,,,,,,,,,,,,
29,Karnataka,556,Bagalkot,803048,Bagalkot,,,,,,,,,,,,,,,,,,,,
29,Karnataka,556,Bagalkot,598550,Belagali,,,,,,,,,,,,,,,,,,,,
29,Karnataka,556,Bagalkot,803043,Bilgi,,,,,,,,,,,,,,,,,,,,
29,Karnataka,556,Bagalkot,803047,Guledgudda,,,,,,,,,,,,,,,,,,,,
29,Karnataka,556,Bagalkot,803049,Hungund,,,,,,,,,,,,,,,,,,,,
29,Karnataka,556,Bagalkot,803050,Ilkal,,,,,,,,,,,,,,,,,,,,
29,Karnataka,556,Bagalkot,803041,Jamkhandi,,,,,,,,,,,,,,,,,,,,
29,Karnataka,556,Bagalkot,599026,Kamatgi,,,,,,,,,,,,,,,,,,,,
29,Karnataka,556,Bagalkot,803045,Kerur,,,,,,,,,,,,,,,,,,,,
29,Karnataka,556,Bagalkot,803039,Mahalingpur,,,,,,,,,,,,,,,,,,,,
29,Karnataka,556,Bagalkot,803044,Mudhol,,,,,,,,,,,,,,,,,,,,
29,Karnataka,556,Bagalkot,803042,Rabkavi Banhatti,,,,,,,,,,,,,,,,,,,,
29,Karnataka,556,Bagalkot,803040,Terdal,,,,,,,,,,,,,,,,,,,,
29,Karnataka,572,Bangalore,803163,Anekal,,,,,,,,,,,,,,,,,,,,
29,Karnataka,572,Bangalore,613359,Attibele,,,,,,,,,,,,,,,,,,,,
29,Karnataka,572,Bangalore,803162,BBMP,,,,,,,,,,,,,,,,,,,,
29,Karnataka,572,Bangalore,613357,Bommasandra,,,,,,,,,,,,,,,,,,,,
29,Karnataka,572,Bangalore,613261,Chandapura,,,,,,,,,,,,,,,,,,,,
29,Karnataka,572,Bangalore,613355,Hebbagodi,,,,,,,,,,,,,,,,,,,,
29,Karnataka,572,Bangalore,613360,Jigani,,,,,,,,,,,,,,,,,,,,
29,Karnataka,583,Bangalore Rural,803235,Devanahalli,,,,,,,,,,,,,,,,,,,,
29,Karnataka,583,Bangalore Rural,803233,Dod Ballapur,,,,,,,,,,,,,,,,,,,,
29,Karnataka,583,Bangalore Rural,803236,Hosakote,,,,,,,,,,,,,,,,,,,,
29,Karnataka,583,Bangalore Rural,803232,Nelamangala,,,,,,,,,,,,,,,,,,,,
29,Karnataka,583,Bangalore Rural,803234,Vijayapura,,,,,,,,,,,,,,,,,,,,
29,Karnataka,555,Belgaum,597294,Ainapur,,,,,,,,,,,,,,,,,,,,
29,Karnataka,555,Belgaum,597444,Arabhavi,,,,,,,,,,,,,,,,,,,,
29,Karnataka,555,Belgaum,803024,Athni,,,,,,,,,,,,,,,,,,,,
29,Karnataka,555,Belgaum,803036,Bail Hongal,,,,,,,,,,,,,,,,,,,,
29,Karnataka,555,Belgaum,803033,Belgaum,,,,,,,,,,,,,,,,,,,,
29,Karnataka,555,Belgaum,597150,Boragaon,,,,,,,,,,,,,,,,,,,,
29,Karnataka,555,Belgaum,803023,Chikodi,,,,,,,,,,,,,,,,,,,,
29,Karnataka,555,Belgaum,597359,Chinchali,,,,,,,,,,,,,,,,,,,,
29,Karnataka,555,Belgaum,597175,Examba,,,,,,,,,,,,,,,,,,,,
29,Karnataka,555,Belgaum,803030,Gokak,,,,,,,,,,,,,,,,,,,,
29,Karnataka,555,Belgaum,597392,Harugeri,,,,,,,,,,,,,,,,,,,,
29,Karnataka,555,Belgaum,803032,Hukeri,,,,,,,,,,,,,,,,,,,,
29,Karnataka,555,Belgaum,597240,Kabbur,,,,,,,,,,,,,,,,,,,,
29,Karnataka,555,Belgaum,597429,Kallolli,,,,,,,,,,,,,,,,,,,,
29,Karnataka,555,Belgaum,597382,Kankanawadi,,,,,,,,,,,,,,,,,,,,
29,Karnataka,555,Belgaum,803035,Khanapur,,,,,,,,,,,,,,,,,,,,
29,Karnataka,555,Belgaum,598110,Kittur,,,,,,,,,,,,,,,,,,,,
29,Karnataka,555,Belgaum,803028,Konnur,,,,,,,,,,,,,,,,,,,,
29,Karnataka,555,Belgaum,803025,Kudchi,,,,,,,,,,,,,,,,,,,,
29,Karnataka,555,Belgaum,598073,M.K.Hubli,,,,,,,,,,,,,,,,,,,,
29,Karnataka,555,Belgaum,597435,Mallapur (P.G.),,,,,,,,,,,,,,,,,,,,
29,Karnataka,555,Belgaum,598256,Manolli,,,,,,,,,,,,,,,,,,,,
29,Karnataka,555,Belgaum,803027,Mudalgi,,,,,,,,,,,,,,,,,,,,
29,Karnataka,555,Belgaum,597403,Mugalkhod,,,,,,,,,,,,,,,,,,,,
29,Karnataka,555,Belgaum,597416,Naganur,,,,,,,,,,,,,,,,,,,,
29,Karnataka,555,Belgaum,803021,Nipani,,,,,,,,,,,,,,,,,,,,
29,Karnataka,555,Belgaum,803038,Ramdurg,,,,,,,,,,,,,,,,,,,,
29,Karnataka,555,Belgaum,803026,Raybag,,,,,,,,,,,,,,,,,,,,
29,Karnataka,555,Belgaum,803022,Sadalgi,,,,,,,,,,,,,,,,,,,,
29,Karnataka,555,Belgaum,803031,Sankeshwar,,,,,,,,,,,,,,,,,,,,
29,Karnataka,555,Belgaum,803037,Saundatti-Yellamma,,,,,,,,,,,,,,,,,,,,
29,Karnataka,555,Belgaum,597286,Shedbal,,,,,,,,,,,,,,,,,,,,
29,Karnataka,555,Belgaum,597284,Ugar Khurd,,,,,,,,,,,,,,,,,,,,
29,Karnataka,565,Bellary,803114,Bellary,,,,,,,,,,,,,,,,,,,,
29,Karnataka,565,Bellary,604675,Hagaribommanahalli,,,,,,,,,,,,,,,,,,,,
29,Karnataka,565,Bellary,803108,Hoovina Hadagalli,,,,,,,,,,,,,,,,,,,,
29,Karnataka,565,Bellary,803109,Hospet,,,,,,,,,,,,,,,,,,,,
29,Karnataka,565,Bellary,803110,Kamalapuram,,,,,,,,,,,,,,,,,,,,
29,Karnataka,565,Bellary,803111,Kampli,,,,,,,,,,,,,,,,,,,,
29,Karnataka,565,Bellary,803117,Kotturu,,,,,,,,,,,,,,,,,,,,
29,Karnataka,565,Bellary,604875,Kudathini,,,,,,,,,,,,,,,,,,,,
29,Karnataka,565,Bellary,803116,Kudligi,,,,,,,,,,,,,,,,,,,,
29,Karnataka,565,Bellary,605047,Kurekuppa,,,,,,,,,,,,,,,,,,,,
29,Karnataka,565,Bellary,604870,Kurugodu,,,,,,,,,,,,,,,,,,,,
29,Karnataka,565,Bellary,604702,Mariyammanahalli,,,,,,,,,,,,,,,,,,,,
29,Karnataka,565,Bellary,803115,Sandur,,,,,,,,,,,,,,,,,,,,
29,Karnataka,565,Bellary,803112,Siruguppa,,,,,,,,,,,,,,,,,,,,
29,Karnataka,565,Bellary,803113,Tekkalakote,,,,,,,,,,,,,,,,,,,,
29,Karnataka,558,Bidar,803059,Aurad,,,,,,,,,,,,,,,,,,,,
29,Karnataka,558,Bidar,803057,Basavakalyan,,,,,,,,,,,,,,,,,,,,
29,Karnataka,558,Bidar,803058,Bhalki,,,,,,,,,,,,,,,,,,,,
29,Karnataka,558,Bidar,803060,Bidar,,,,,,,,,,,,,,,,,,,,
29,Karnataka,558,Bidar,803062,Chitgoppa,,,,,,,,,,,,,,,,,,,,
29,Karnataka,558,Bidar,600276,Hallikhed B,,,,,,,,,,,,,,,,,,,,
29,Karnataka,558,Bidar,803061,Homnabad,,,,,,,,,,,,,,,,,,,,
29,Karnataka,557,Bijapur,599304,Almel,,,,,,,,,,,,,,,,,,,,
29,Karnataka,557,Bijapur,803054,Basavana Bagevadi,,,,,,,,,,,,,,,,,,,,
29,Karnataka,557,Bijapur,803051,Bijapur,,,,,,,,,,,,,,,,,,,,
29,Karnataka,557,Bijapur,599171,Chadchan,,,,,,,,,,,,,,,,,,,,
29,Karnataka,557,Bijapur,599401,Devara Hippargi,,,,,,,,,,,,,,,,,,,,
29,Karnataka,557,Bijapur,803052,Indi,,,,,,,,,,,,,,,,,,,,
29,Karnataka,557,Bijapur,599454,Kolhar (Old),,,,,,,,,,,,,,,,,,,,
29,Karnataka,557,Bijapur,599495,Managuli,,,,,,,,,,,,,,,,,,,,
29,Karnataka,557,Bijapur,803055,Muddebihal,,,,,,,,,,,,,,,,,,,,
29,Karnataka,557,Bijapur,599676,Nalatawad,,,,,,,,,,,,,,,,,,,,
29,Karnataka,557,Bijapur,599494,Nidagundi,,,,,,,,,,,,,,,,,,,,
29,Karnataka,557,Bijapur,803053,Sindgi,,,,,,,,,,,,,,,,,,,,
29,Karnataka,557,Bijapur,803056,Talikota,,,,,,,,,,,,,,,,,,,,
29,Karnataka,578,Chamarajanagar,803201,Chamarajanagar,,,,,,,,,,,,,,,,,,,,
29,Karnataka,578,Chamarajanagar,803200,Gundlupet,,,,,,,,,,,,,,,,,,,,
29,Karnataka,578,Chamarajanagar,803204,Hanur,,,,,,,,,,,,,,,,,,,,
29,Karnataka,578,Chamarajanagar,803203,Kollegal,,,,,,,,,,,,,,,,,,,,
29,Karnataka,578,Chamarajanagar,803202,Yelandur,,,,,,,,,,,,,,,,,,,,
29,Karnataka,582,Chikkaballapura,803229,Bagepalli,,,,,,,,,,,,,,,,,,,,
29,Karnataka,582,Chikkaballapura,803227,Chikkaballapura,,,,,,,,,,,,,,,,,,,,
29,Karnataka,582,Chikkaballapura,803231,Chintamani,,,,,,,,,,,,,,,,,,,,
29,Karnataka,582,Chikkaballapura,803226,Gauribidanur,,,,,,,,,,,,,,,,,,,,
29,Karnataka,582,Chikkaballapura,803228,Gudibanda,,,,,,,,,,,,,,,,,,,,
29,Karnataka,582,Chikkaballapura,803230,Sidlaghatta,,,,,,,,,,,,,,,,,,,,
29,Karnataka,570,Chikmagalur,803147,Birur,,,,,,,,,,,,,,,,,,,,
29,Karnataka,570,Chikmagalur,803149,Chikmagalur,,,,,,,,,,,,,,,,,,,,
29,Karnataka,570,Chikmagalur,803148,Kadur,,,,,,,,,,,,,,,,,,,,
29,Karnataka,570,Chikmagalur,803144,Koppa,,,,,,,,,,,,,,,,,,,,
29,Karnataka,570,Chikmagalur,803150,Mudigere,,,,,,,,,,,,,,,,,,,,
29,Karnataka,570,Chikmagalur,803145,Narasimharajapura,,,,,,,,,,,,,,,,,,,,
29,Karnataka,570,Chikmagalur,803143,Sringeri,,,,,,,,,,,,,,,,,,,,
29,Karnataka,570,Chikmagalur,803146,Tarikere,,,,,,,,,,,,,,,,,,,,
29,Karnataka,566,Chitradurga,803119,Challakere,,,,,,,,,,,,,,,,,,,,
29,Karnataka,566,Chitradurga,803120,Chitradurga,,,,,,,,,,,,,,,,,,,,
29,Karnataka,566,Chitradurga,803123,Hiriyur,,,,,,,,,,,,,,,,,,,,
29,Karnataka,566,Chitradurga,803121,Holalkere,,,,,,,,,,,,,,,,,,,,
29,Karnataka,566,Chitradurga,803122,Hosdurga,,,,,,,,,,,,,,,,,,,,
29,Karnataka,566,Chitradurga,803118,Molakalmuru,,,,,,,,,,,,,,,,,,,,
29,Karnataka,566,Chitradurga,605249,Naikanahatti,,,,,,,,,,,,,,,,,,,,
29,Karnataka,575,Dakshina Kannada,803183,Bantval,,,,,,,,,,,,,,,,,,,,
29,Karnataka,575,Dakshina Kannada,803184,Beltangadi,,,,,,,,,,,,,,,,,,,,
29,Karnataka,575,Dakshina Kannada,617518,Kotekara,,,,,,,,,,,,,,,,,,,,
29,Karnataka,575,Dakshina Kannada,803181,Mangalore,,,,,,,,,,,,,,,,,,,,
29,Karnataka,575,Dakshina Kannada,803180,Mudbidri,,,,,,,,,,,,,,,,,,,,
29,Karnataka,575,Dakshina Kannada,803179,Mulki,,,,,,,,,,,,,,,,,,,,
29,Karnataka,575,Dakshina Kannada,803185,Puttur,,,,,,,,,,,,,,,,,,,,
29,Karnataka,575,Dakshina Kannada,803186,Sulya,,,,,,,,,,,,,,,,,,,,
29,Karnataka,575,Dakshina Kannada,803182,Ullal,,,,,,,,,,,,,,,,,,,,
29,Karnataka,575,Dakshina Kannada,617605,Vittal,,,,,,,,,,,,,,,,,,,,
29,Karnataka,567,Davanagere,803129,Channagiri,,,,,,,,,,,,,,,,,,,,
29,Karnataka,567,Davanagere,803127,Davanagere,,,,,,,,,,,,,,,,,,,,
29,Karnataka,567,Davanagere,803125,Harapanahalli,,,,,,,,,,,,,,,,,,,,
29,Karnataka,567,Davanagere,803124,Harihar,,,,,,,,,,,,,,,,,,,,
29,Karnataka,567,Davanagere,803128,Honnali,,,,,,,,,,,,,,,,,,,,
29,Karnataka,567,Davanagere,803126,Jagalur,,,,,,,,,,,,,,,,,,,,
29,Karnataka,567,Davanagere,606238,Malebennur,,,,,,,,,,,,,,,,,,,,
29,Karnataka,562,Dharwad,803084,Alnavar,,,,,,,,,,,,,,,,,,,,
29,Karnataka,562,Dharwad,803086,Annigeri,,,,,,,,,,,,,,,,,,,,
29,Karnataka,562,Dharwad,803083,Hubli-Dharwad,,,,,,,,,,,,,,,,,,,,
29,Karnataka,562,Dharwad,803087,Kalghatgi,,,,,,,,,,,,,,,,,,,,
29,Karnataka,562,Dharwad,803088,Kundgol,,,,,,,,,,,,,,,,,,,,
29,Karnataka,562,Dharwad,803085,Navalgund,,,,,,,,,,,,,,,,,,,,
29,Karnataka,561,Gadag,803078,Gadag-Betigeri,,,,,,,,,,,,,,,,,,,,
29,Karnataka,561,Gadag,803076,Gajendragarh,,,,,,,,,,,,,,,,,,,,
29,Karnataka,561,Gadag,803081,Lakshmeshwar,,,,,,,,,,,,,,,,,,,,
29,Karnataka,561,Gadag,803079,Mulgund,,,,,,,,,,,,,,,,,,,,
29,Karnataka,561,Gadag,803082,Mundargi,,,,,,,,,,,,,,,,,,,,
29,Karnataka,561,Gadag,803077,Naregal,,,,,,,,,,,,,,,,,,,,
29,Karnataka,561,Gadag,803074,Nargund,,,,,,,,,,,,,,,,,,,,
29,Karnataka,561,Gadag,803075,Ron,,,,,,,,,,,,,,,,,,,,
29,Karnataka,561,Gadag,803080,Shirhatti,,,,,,,,,,,,,,,,,,,,
29,Karnataka,579,Gulbarga,803206,Afzalpur,,,,,,,,,,,,,,,,,,,,
29,Karnataka,579,Gulbarga,803205,Aland,,,,,,,,,,,,,,,,,,,,
29,Karnataka,579,Gulbarga,803208,Chincholi,,,,,,,,,,,,,,,,,,,,
29,Karnataka,579,Gulbarga,803210,Chitapur,,,,,,,,,,,,,,,,,,,,
29,Karnataka,579,Gulbarga,803207,Gulbarga,,,,,,,,,,,,,,,,,,,,
29,Karnataka,579,Gulbarga,803214,Jevargi,,,,,,,,,,,,,,,,,,,,
29,Karnataka,579,Gulbarga,803209,Sedam,,,,,,,,,,,,,,,,,,,,
29,Karnataka,579,Gulbarga,803212,Shahabad,,,,,,,,,,,,,,,,,,,,
29,Karnataka,579,Gulbarga,803213,Wadi,,,,,,,,,,,,,,,,,,,,
29,Karnataka,574,Hassan,803175,Alur,,,,,,,,,,,,,,,,,,,,
29,Karnataka,574,Hassan,803176,Arkalgud,,,,,,,,,,,,,,,,,,,,
29,Karnataka,574,Hassan,803173,Arsikere,,,,,,,,,,,,,,,,,,,,
29,Karnataka,574,Hassan,803172,Belur,,,,,,,,,,,,,,,,,,,,
29,Karnataka,574,Hassan,803178,Channarayapatna,,,,,,,,,,,,,,,,,,,,
29,Karnataka,574,Hassan,803174,Hassan,,,,,,,,,,,,,,,,,,,,
29,Karnataka,574,Hassan,803177,Hole Narsipur,,,,,,,,,,,,,,,,,,,,
29,Karnataka,574,Hassan,803171,Sakleshpur,,,,,,,,,,,,,,,,,,,,
29,Karnataka,564,Haveri,803101,Bankapura,,,,,,,,,,,,,,,,,,,,
29,Karnataka,564,Haveri,803105,Byadgi,,,,,,,,,,,,,,,,,,,,
29,Karnataka,564,Haveri,604269,Guttal,,,,,,,,,,,,,,,,,,,,
29,Karnataka,564,Haveri,803103,Hangal,,,,,,,,,,,,,,,,,,,,
29,Karnataka,564,Haveri,803104,Haveri,,,,,,,,,,,,,,,,,,,,
29,Karnataka,564,Haveri,803106,Hirekerur,,,,,,,,,,,,,,,,,,,,
29,Karnataka,564,Haveri,803107,Ranibennur,,,,,,,,,,,,,,,,,,,,
29,Karnataka,564,Haveri,803102,Savanur,,,,,,,,,,,,,,,,,,,,
29,Karnataka,564,Haveri,803100,Shiggaon,,,,,,,,,,,,,,,,,,,,
29,Karnataka,576,Kodagu,803189,Kushalnagar,,,,,,,,,,,,,,,,,,,,
29,Karnataka,576,Kodagu,803187,Madikeri,,,,,,,,,,,,,,,,,,,,
29,Karnataka,576,Kodagu,803188,Somvarpet,,,,,,,,,,,,,,,,,,,,
29,Karnataka,576,Kodagu,803190,Virajpet,,,,,,,,,,,,,,,,,,,,
29,Karnataka,581,Kolar,803223,Bangarapet,,,,,,,,,,,,,,,,,,,,
29,Karnataka,581,Kolar,803221,Kolar,,,,,,,,,,,,,,,,,,,,
29,Karnataka,581,Kolar,803222,Malur,,,,,,,,,,,,,,,,,,,,
29,Karnataka,581,Kolar,803225,Mulbagal,,,,,,,,,,,,,,,,,,,,
29,Karnataka,581,Kolar,803224,Robertson Pet,,,,,,,,,,,,,,,,,,,,
29,Karnataka,581,Kolar,803220,Srinivaspur,,,,,,,,,,,,,,,,,,,,
29,Karnataka,560,Koppal,803072,Gangawati,,,,,,,,,,,,,,,,,,,,
29,Karnataka,560,Koppal,601580,Kanakgiri,,,,,,,,,,,,,,,,,,,,
29,Karnataka,560,Koppal,601681,Karatgi,,,,,,,,,,,,,,,,,,,,
29,Karnataka,560,Koppal,803073,Koppal,,,,,,,,,,,,,,,,,,,,
29,Karnataka,560,Koppal,601348,Kuknoor,,,,,,,,,,,,,,,,,,,,
29,Karnataka,560,Koppal,803071,Kushtagi,,,,,,,,,,,,,,,,,,,,
29,Karnataka,560,Koppal,601532,Tawargera,,,,,,,,,,,,,,,,,,,,
29,Karnataka,560,Koppal,803070,Yelbarga,,,,,,,,,,,,,,,,,,,,
29,Karnataka,573,Mandya,613710,Belluru,,,,,,,,,,,,,,,,,,,,
29,Karnataka,573,Mandya,803164,Krishnarajpet,,,,,,,,,,,,,,,,,,,,
29,Karnataka,573,Mandya,803169,Maddur,,,,,,,,,,,,,,,,,,,,
29,Karnataka,573,Mandya,803170,Malavalli,,,,,,,,,,,,,,,,,,,,
29,Karnataka,573,Mandya,803168,Mandya,,,,,,,,,,,,,,,,,,,,
29,Karnataka,573,Mandya,803165,Nagamangala,,,,,,,,,,,,,,,,,,,,
29,Karnataka,573,Mandya,803166,Pandavapura,,,,,,,,,,,,,,,,,,,,
29,Karnataka,573,Mandya,803167,Shrirangapattana,,,,,,,,,,,,,,,,,,,,
29,Karnataka,577,Mysore,803198,Bannur,,,,,,,,,,,,,,,,,,,,
29,Karnataka,577,Mysore,803195,Heggadadevankote,,,,,,,,,,,,,,,,,,,,
29,Karnataka,577,Mysore,803192,Hunsur,,,,,,,,,,,,,,,,,,,,
29,Karnataka,577,Mysore,803193,Krishnarajanagara,,,,,,,,,,,,,,,,,,,,
29,Karnataka,577,Mysore,803194,Mysore,,,,,,,,,,,,,,,,,,,,
29,Karnataka,577,Mysore,803197,Nanjangud,,,,,,,,,,,,,,,,,,,,
29,Karnataka,577,Mysore,803191,Piriyapatna,,,,,,,,,,,,,,,,,,,,
29,Karnataka,577,Mysore,803196,Saragur,,,,,,,,,,,,,,,,,,,,
29,Karnataka,577,Mysore,803199,Tirumakudal Narsipur,,,,,,,,,,,,,,,,,,,,
29,Karnataka,559,Raichur,601135,Balganur,,,,,,,,,,,,,,,,,,,,
29,Karnataka,559,Raichur,803066,Devadurga,,,,,,,,,,,,,,,,,,,,
29,Karnataka,559,Raichur,600535,Hatti,,,,,,,,,,,,,,,,,,,,
29,Karnataka,559,Raichur,600941,Kowtal,,,,,,,,,,,,,,,,,,,,
29,Karnataka,559,Raichur,803064,Lingsugur,,,,,,,,,,,,,,,,,,,,
29,Karnataka,559,Raichur,803068,Manvi,,,,,,,,,,,,,,,,,,,,
29,Karnataka,559,Raichur,600520,Maski,,,,,,,,,,,,,,,,,,,,
29,Karnataka,559,Raichur,803063,Mudgal,,,,,,,,,,,,,,,,,,,,
29,Karnataka,559,Raichur,803067,Raichur,,,,,,,,,,,,,,,,,,,,
29,Karnataka,559,Raichur,803069,Sindhnur,,,,,,,,,,,,,,,,,,,,
29,Karnataka,559,Raichur,600967,Sirwar,,,,,,,,,,,,,,,,,,,,
29,Karnataka,559,Raichur,601074,Turvihal,,,,,,,,,,,,,,,,,,,,
29,Karnataka,584,Ramanagara,626186,Bidadi,,,,,,,,,,,,,,,,,,,,
29,Karnataka,584,Ramanagara,803239,Channapatna,,,,,,,,,,,,,,,,,,,,
29,Karnataka,584,Ramanagara,803240,Kanakapura,,,,,,,,,,,,,,,,,,,,
29,Karnataka,584,Ramanagara,803237,Magadi,,,,,,,,,,,,,,,,,,,,
29,Karnataka,584,Ramanagara,803238,Ramanagara,,,,,,,,,,,,,,,,,,,,
29,Karnataka,568,Shimoga,803138,Bhadravati,,,,,,,,,,,,,,,,,,,,
29,Karnataka,568,Shimoga,803135,Hosanagara,,,,,,,,,,,,,,,,,,,,
29,Karnataka,568,Shimoga,803130,Jog Kargal,,,,,,,,,,,,,,,,,,,,
29,Karnataka,568,Shimoga,803131,Sagar,,,,,,,,,,,,,,,,,,,,
29,Karnataka,568,Shimoga,803134,Shikarpur,,,,,,,,,,,,,,,,,,,,
29,Karnataka,568,Shimoga,803137,Shimoga,,,,,,,,,,,,,,,,,,,,
29,Karnataka,568,Shimoga,803133,Siralkoppa,,,,,,,,,,,,,,,,,,,,
29,Karnataka,568,Shimoga,803132,Sorab,,,,,,,,,,,,,,,,,,,,
29,Karnataka,568,Shimoga,803136,Tirthahalli,,,,,,,,,,,,,,,,,,,,
29,Karnataka,571,Tumakuru,610265,Huliyar (CT),,,,,,,,,,,,,,,,,,,,
29,Karnataka,571,Tumkur,803152,Chiknayakanhalli,,,,,,,,,,,,,,,,,,,,
29,Karnataka,571,Tumkur,803158,Gubbi,,,,,,,,,,,,,,,,,,,,
29,Karnataka,571,Tumkur,803156,Koratagere,,,,,,,,,,,,,,,,,,,,
29,Karnataka,571,Tumkur,803161,Kunigal,,,,,,,,,,,,,,,,,,,,
29,Karnataka,571,Tumkur,803155,Madhugiri,,,,,,,,,,,,,,,,,,,,
29,Karnataka,571,Tumkur,803154,Pavagada,,,,,,,,,,,,,,,,,,,,
29,Karnataka,571,Tumkur,803153,Sira,,,,,,,,,,,,,,,,,,,,
29,Karnataka,571,Tumkur,803159,Tiptur,,,,,,,,,,,,,,,,,,,,
29,Karnataka,571,Tumkur,803157,Tumkur,,,,,,,,,,,,,,,,,,,,
29,Karnataka,571,Tumkur,803160,Turuvekere,,,,,,,,,,,,,,,,,,,,
29,Karnataka,569,Udupi,608832,Kaapu,,,,,,,,,,,,,,,,,,,,
29,Karnataka,569,Udupi,803142,Karkal,,,,,,,,,,,,,,,,,,,,
29,Karnataka,569,Udupi,803139,Kundapura,,,,,,,,,,,,,,,,,,,,
29,Karnataka,569,Udupi,803140,Saligram,,,,,,,,,,,,,,,,,,,,
29,Karnataka,569,Udupi,803141,Udupi,,,,,,,,,,,,,,,,,,,,
29,Karnataka,563,Uttara Kannada,803095,Ankola,,,,,,,,,,,,,,,,,,,,
29,Karnataka,563,Uttara Kannada,803099,Bhatkal,,,,,,,,,,,,,,,,,,,,
29,Karnataka,563,Uttara Kannada,803089,Dandeli,,,,,,,,,,,,,,,,,,,,
29,Karnataka,563,Uttara Kannada,803091,Haliyal,,,,,,,,,,,,,,,,,,,,
29,Karnataka,563,Uttara Kannada,803098,Honavar,,,,,,,,,,,,,,,,,,,,
29,Karnataka,563,Uttara Kannada,603878,Jali,,,,,,,,,,,,,,,,,,,,
29,Karnataka,563,Uttara Kannada,803090,Karwar,,,,,,,,,,,,,,,,,,,,
29,Karnataka,563,Uttara Kannada,803096,Kumta,,,,,,,,,,,,,,,,,,,,
